Start Date	End Date	UPC	ISRC/ISBN	Vendor Identifier	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Sales or Return	Apple Identifier	Artist/Show/Developer/Author	Title	Label/Studio/Network/Developer/Publisher	Grid	Product Type Identifier	ISAN/Other Identifier	Country Of Sale	Pre-order Flag	Promo Code	Customer Price	Customer Currency
02/01/2026	02/28/2026		JPA960700188	JPA960700188	2			JPY		255910864	Ailie	ラブレター	LD&K		H3		JP				
02/01/2026	02/28/2026		JPA960800162	JPA960800162	1			JPY		289307819	Too Much Too Young	Theme	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961880119	JPA961880119	1			JPY		1430618580	chelovek.	OVER	SandVikaRecords		H3		JP				
02/01/2026	02/28/2026		JPA962080049	JPA962080049	25			JPY		1498713448	POT	COUNTDOWN	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960510237	JPA960510237	1			JPY		89454538	新井 仁	Oops!...I Did It Again	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961980033	JPA961980033	16			JPY		1463392755	EVERLONG	イサナ	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960700323	JPA960700323	2			JPY		265839728	かりゆし58	バイバイバイ	living,dining&kitchen Records		S3		JP				
02/01/2026	02/28/2026		GBRBE0775440	GBRBE0775440	8			JPY		423529256	MASH UP ATTACK	Eye Of The Tiger vs. Stronger	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960800256	JPA960800256	2			JPY		300643381	THE LIVING GARDEN	Golden Lady Feat. Luz Fonte	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961000079	JPA961000079	5			JPY		365231149	ガガガSP	外は白い雪の夜	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA961710005	JPA961710005	6			JPY		1222639775	ガガガSP	忘れられない日々	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960510232	JPA950510232	18			JPY		89445615	Toki Asako	Break Out	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPZ921900555	JPZ921900555	20			JPY		1452821092	FINLANDS	衛星	sambafree.inc		H3		JP				
02/01/2026	02/28/2026		JPA962080369	JPA962080369	1			JPY		1541127192	INNER JOURNEY	旅の途中	鶴見river records		H3		JP				
02/01/2026	02/28/2026		JPP301800722	JPP301800722	3			JPY		1499269603	錯乱前戦	ムーン	たわしレコーズ		H3		JP				
02/01/2026	02/28/2026		JPA961000396	JPA961000396	23			JPY		413627763	GOKUMON(UchikubiGokumonDoukoukai)	Sports&Music	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960700319	JPA960700319	394			JPY		450124580	かりゆし58	電照菊	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960510232	JPA960510232	5			JPY		204696358	Toki Asako	Break Out	LD&K		H3		JP				
02/01/2026	02/28/2026		JPA960510149	JPA960510149	3			JPY		74976322	Coo Doo's	抱きしめたい	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961700091	JPA961700091	5			JPY		1336414987	キイチビール&ザ・ホーリーティッツ	東京タワー	PTA		H3		JP				
02/01/2026	02/28/2026		JPA960900003	JPA960900003	21			JPY		306384993	Saigenji	Painted from Memory	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960720010	JPA960720010	4			JPY		214990008	極東ラヴァーズオーケストラ	なごり雪	LD&K universe		H3		JP				
02/01/2026	02/28/2026		BRB580800013	BRB580800013	2			JPY		277457530	Barbara Mendes	Across the Universe	LD&K International		S3		JP				
02/01/2026	02/28/2026		JPA961010027	JPA961010027	31			JPY		384649151	かりゆし58	雨上がりのオリオン	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960591046	JPA960591046	7			JPY		74243399	ガガガSP	青春時代	RUN RUN RUN Records		S3		JP				
02/01/2026	02/28/2026		JPA961210011	JPA961210011	21			JPY		1081918845	かりゆし58	愛なのでしょう	Living,Dining&kitchen Records/Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961200184	JPA961200184	11			JPY		565872427	GOKUMON(UchikubiGokumonDoukoukai)	G	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA962080074	JPA962080074	3			JPY		1500533435	古墳シスターズ	スチューデント	officeみっちゃん		H3		JP				
02/01/2026	02/28/2026		JPA960810047	JPA960810047	1			JPY		272651036	勝手に観光協会(みうらじゅん&安斎肇)	ヘルシー音頭(鹿児島県)	Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRB580700121	BRB580700121	4			JPY		298217730	Tahta Menezes	Bad Day	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961980007	JPA961980007	248			JPY		1451304257	ENTH	ムーンレイカー	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961200125	JPA961200125	22			JPY		535771322	ゴールデンファイト・オールスターズ	パワー・ホール	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960700373	JPA960700373	3			JPY		272512841	ガガガSP	恋は果てなく	俺様レコード		S3		JP				
02/01/2026	02/28/2026		JPZ921706658	JPZ921706658	2			JPY		1267747803	Silhouette from the Skylit	モーゼの海割れを防ぎたい君に贈るたった3つの解	Great Scott Records		H3		JP				
02/01/2026	02/28/2026		JPF700500201	JPF700500201	64			JPY		269364730	Mani Lava	青森駅	青森レコード		H3		JP				
02/01/2026	02/28/2026		JPA961680031	JPA961680031	2			JPY		1127258467	RONDONRATS	蜃気楼	AKATSUKI label		H3		JP				
02/01/2026	02/28/2026		JPA960510231	JPA960510231	4			JPY		204695701	Toki Asako	Tea for Two	LD&K		H3		JP				
02/01/2026	02/28/2026		JPA960700319	JPA960700319	18			JPY		264700010	かりゆし58	電照菊	Living,Dining&Kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPA960800087	JPA960800087	3			JPY		284952703	バーボンズ	リズムサーフィン	living, dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961100002	JPA961100002	1			JPY		416057060	ガガガSP	大勝利	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA961400041	JPA961400041	1			JPY		849533516	ENJOY HOME MAKING PROJECT	Everybody Wants to Rule the World	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961880131	JPA961880131	7			JPY		1439411730	ReVision of Sence	ヨノナカカネ	BUSU RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960900074	JPA960900074	44			JPY		323943662	Youmou to Ohana	Rainbow Sleeves	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961700049	JPA961700049	9			JPY		1340890265	Yuki Akira	存在証明	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961100041	JPA961100041	2			JPY		442646903	ORIONBEATS	Haisai Ojisan (ハイサイおじさん)	RAKUEN RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961780013	JPA961780013	9			JPY		1275812185	キイチビール&ザ・ホーリーティッツ	かっぱえびせん	キイチビール&ザ・ホーリーティッツ		H3		JP				
02/01/2026	02/28/2026		JPZ921713734	JPZ921713734	2			JPY		1334576539	Silhouette from the Skylit	Keep Myself Upd8ed	Great Scott Records		H3		JP				
02/01/2026	02/28/2026		JPA961000192	JPA961000192	11			JPY		383818988	Youmou to Ohana	空が白くてさ	Living Records Tokyo*		S3		JP				
02/01/2026	02/28/2026		JPA960700327	JPA960700327	21			JPY		265839847	かりゆし58	マゼラン海峡	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961980057	JPA961980057	6			JPY		1475502346	GIZMO	Step By Step	WORLD WIDE records		H3		JP				
02/01/2026	02/28/2026		JPA960591380	JPA960591380	1			JPY		74973324	行方知レズ	B3エレベーター	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961430003	JPA961430003	96			JPY		899564398	日食なつこ	雨雲と太陽	Foster music		H3		JP				
02/01/2026	02/28/2026		JPA960510155	JPA960510155	3			JPY		74976633	Coo Doo's	7777	Pacific Records		H3		JP				
02/01/2026	02/28/2026		GBRBE0775447	GBRBE0775447	3			JPY		423529292	MASH UP ATTACK	This Love vs. Superstar	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960800060	JPA960800060	1			JPY		280246202	Flareodds	幻の100年	living, dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPTF00804301	JPTF00804301	4			JPY		383563976	GOLLBETTY	BETTY'S BUGGY	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961100258	JPA961100258	1			JPY		479191263	SKAYWAY	Last Christmas	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA961100279	JPA961100279	2			JPY		580111581	JAWEYE	Crack	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA962080153	JPA962080153	1			JPY		1510512259	at Anytime	SEVENTEEN	BLACK JACK RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960800050	JPA960800050	47			JPY		310821449	かりゆし58	ウクイウタ	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961000225	JPA961000225	6			JPY		389102053	MASH UP ATTACK	Dani California vs. Hip Hop Police	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA961310053	JPA961310053	3			JPY		1222639777	ガガガSP	飯食って寝る	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960700203	JPA960700203	2			JPY		261136504	TRIBECKER	放し飼い	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961000012	JPA961000012	2			JPY		358077065	Youmou to Ohana	あくび猫 〜みんなのうたより〜	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960591012	JPA960591012	1			JPY		74442513	夏待ちレスター	間に合うよ	Living,dining&kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPA960591430	JPA960591430	7			JPY		74242911	みちしたの音楽	I Saw a Little Prayer	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA962080311	JPA962080311	1			JPY		1536723908	ハローモンテスキュー	ばけのかわ	TONIGHT RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961000161	JPA961000161	3			JPY		383306999	ジェイムス	君がいない世界	スクーターズベースボールクラブ		H3		JP				
02/01/2026	02/28/2026		JPA960590959	JPA960590959	2			JPY		74441075	Apila	One More Kiss	Living,dining&kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPA961100257	JPA961100257	1			JPY		479191260	SKAYWAY	Jingle Bells	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960600057	JPA960600057	4			JPY		272578017	GOLLBETTY	GB14	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA962080002	JPA962080002	3			JPY		1495347665	Ibe CALLER	L	TONIGHT RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960700208	JPA960700208	6			JPY		270003595	Youmou to Ohana	波音	Living Records Tokyo		H3		JP				
02/01/2026	02/28/2026		JPA961000234	JPA961000234	4			JPY		389102179	MASH UP ATTACK	Let It Be vs. Kiss Me Thru The Phone	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA960800078	JPA960800078	6			JPY		281301685	Lucy In the Sky	Whatever	Living Records Tokyo		S3		JP				
02/01/2026	02/28/2026		JPA961500042	JPA961500042	2			JPY		1067781770	ユナイテッドモンモンサン	読モンスタグラム	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510016	JPA960510016	1			JPY		74445190	Sal the Soul	Because It's Friday Night	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960900049	JPA960900049	3			JPY		319630886	AirPort	One	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPB601302033	JPB601302033	13			JPY		1317244343	ガガガSP	友よ	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961880111	JPA961880111	1			JPY		1417222163	ReVision of Sence	夢シンドローム	BUSU RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961000217	JPA961000217	18			JPY		389102022	MASH UP ATTACK	Smells Like Teen Spirit vs. I Got It from My Mama	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA961780027	JPA961780027	3			JPY		1313724820	ビレッジマンズストア	ザ・ワールド・イズ・マイン	VERSUS music		H3		JP				
02/01/2026	02/28/2026		JPA961010024	JPA961010024	49			JPY		384649103	かりゆし58	サマーソング	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPTF00907510	JPTF00907510	4			JPY		383563991	GOLLBETTY	SCRAMBLE	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA962080261	JPA962080261	1			JPY		1523653516	Does It Escape Again	rich white / toxic	Does It Escape Again		H3		JP				
02/01/2026	02/28/2026		BRABZ0600075	BRABZ0600075	3			JPY		160483260	Monique Kessous	Yesterday	LD&K international		S3		JP				
02/01/2026	02/28/2026		BRB580700298	BRB580700298	4			JPY		374473115	Dudu Braga	Off the Wall	Living Records Tokyo*		S3		JP				
02/01/2026	02/28/2026		JPA961200009	JPA961200009	1			JPY		500062331	GHOST COMPANY	手紙 ~拝啓 十五の君へ~	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA960800212	JPA960800212	1			JPY		297563259	MY SUMMER PLAN	The Anthem 2002	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961000379	JPA961000379	11			JPY		405884617	Twinklestars	Dear Mr.Socrates	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961010011	JPA961010011	1			JPY		364515693	Camvas	羽ばたく	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961800066	JPA961800066	3			JPY		1436671929	Yuki Akira	イチゴイチエ - 弾き語り -	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		BRABZ0300063	BRABZ0300063	14			JPY		203969741	Marcelo Rezende	Your Song	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961710017	JPA961710017	14			JPY		1287050390	かりゆし58	七夕から	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961800002	JPA961800002	1			JPY		1348231517	P.O.T.	Choo Choo TRAIN	ライブキッズあるある		H3		JP				
02/01/2026	02/28/2026		JPA960510233	JPA960510233	2			JPY		89453306	新井 仁	I'm Not In Love	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961000232	JPA961000232	5			JPY		389102169	MASH UP ATTACK	Danger Zone vs. 2 Step	Continental Music		S3		JP				
02/01/2026	02/28/2026		BRB581000383	BRB581000383	3			JPY		979172843	Charli	Kiss of Life	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510157	JPA960510157	2			JPY		74976658	Straightener	Bounder Adventure	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961000106	JPA961000106	1			JPY		381062389	大阪紅牛會	Go Ahead (助っ人テーマ)	スクーターズベースボールクラブ		S3		JP				
02/01/2026	02/28/2026		JPA962080053	JPA962080053	5			JPY		1498741644	POT	Beginning	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961510006	JPA961510006	204			JPY		1050973531	GOKUMON(UchikubiGokumonDoukoukai)	日本の米は世界一	Living,Dining&Kitchen Records/Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961700050	JPA961700050	15			JPY		1286483357	日食なつこ	ギャングギャング	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510081	JPA960510081	2			JPY		88352747	安斉肇, みうらじゅん	ときめきの紀州路	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960590294	JPA960590294	4			JPY		74432867	Cymbals	Missile Song	Living,dining&Kitchen Records		S3		JP				
02/01/2026	02/28/2026		GBRBE0775450	GBRBE0775450	3			JPY		423529298	MASH UP ATTACK	Viva La Vide vs. Put On	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA961210008	JPA961210008	20			JPY		574348797	かりゆし58	あいのりズム	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961500044	JPA961500044	2			JPY		1067781772	ユナイテッドモンモンサン	radiosong	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961780020	JPA961780020	24			JPY		1336414983	キイチビール&ザ・ホーリーティッツ	ビールを用意しててね	PTA		H3		JP				
02/01/2026	02/28/2026		JPA960590939	JPA960590939	34			JPY		74436215	Toki Asako	Like Someone In Love	Living,dining&kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPA961910003	JPA961910003	3			JPY		1478847467	かりゆし58	Go!MangoMan	pacific records		H3		JP				
02/01/2026	02/28/2026		JPA961100037	JPA961100037	1			JPY		434573242	G-YUN	Message(inst)	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961800083	JPA961800083	2			JPY		1439602211	ヤングオオハラ	サマタイ(YB ver.)	MUNCHKeeN RECORDS / LD&K		H3		JP				
02/01/2026	02/28/2026		JPA960600042	JPA960600042	1			JPY		514551882	Sugar Mama	夢の夢	Living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961900058	JPA961900058	54			JPY		1479175205	GOKUMON(UchikubiGokumonDoukoukai)	だらだらしたい	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961400021	JPA961400021	4			JPY		859136143	ドラマチックアラスカ	プレデターズ	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961000212	JPA961000212	3			JPY		389087723	knotlamp	Liberty Bell	Run Run Run Records		S3		JP				
02/01/2026	02/28/2026		JPA960800190	JPA960800190	1			JPY		293199114	MUNCHEN SAUSAGE ALL STARS	崖の上のポニョ	living, dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960591544	JPA960591544	12			JPY		83269941	Toki Asako	星に願いを	Living,dinning&Kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPP302000057	JPP302000057	5			JPY		1499270989	錯乱前戦	タクシーマン	たわしレコーズ		H3		JP				
02/01/2026	02/28/2026		BRB580800012	BRB580800012	4			JPY		298217723	Marcela Manganeira	The Long and Winding Road	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA960710017	JPA960710017	1			JPY		261602891	極東ラヴァーズオーケストラ	Say Yes	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961100054	JPA961100054	1			JPY		442646935	DJ HIROAKI, 宇宙牛	Asobi Syongane (遊びションガネー)	RAKUEN RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961980013	JPA961980013	2			JPY		1451956098	THEラブ人間	shimokitazawa-nite	喫茶恋愛至上主義		H3		JP				
02/01/2026	02/28/2026		JPA960590852	JPA960590852	1			JPY		74974850	Poly Abc	Salty Moon	Living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961800071	JPA961800071	3			JPY		1438947606	ドラマチックアラスカ	人間ロック (2018 ver.)	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960900068	JPA960900068	46			JPY		323943617	Youmou to Ohana	僕は空にうたう	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510222	JPA960510222	43			JPY		78955341	Toki Asako	プラネタリウム	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961980029	JPA961980029	34			JPY		1463392748	EVERLONG	深呼吸	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960900192	JPA960900192	3			JPY		343512138	Youmou to Ohana	「おやすみ。」	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510004	JPA960510004	1			JPY		74442914	Keito Blow	Beauty In a Beast	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961100214	JPA961100214	30			JPY		472597291	Youmou to Ohana	大きな木と小さな鳥	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510041	JPA960510041	2			JPY		74975445	Runt Star	光る	Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRB580700297	BRB580700297	4			JPY		274511556	Dudu Braga	The Lady In My Life	LD&K International		S3		JP				
02/01/2026	02/28/2026		JPA961400036	JPA961400036	1			JPY		849533511	ENJOY HOME MAKING PROJECT	Superstition	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961510002	JPA961510002	6			JPY		981376158	ドラマチックアラスカ	フレームアウト	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960590295	JPA960590295	1			JPY		74432901	Cymbals	April Thief Man〜あいつは4月泥棒〜	Living,dining&Kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPA962000054	JPA962000054	2			JPY		1537546298	NYAI	Triangle head	PTA/Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960600073	JPA960600073	1036			JPY		269855342	かりゆし58	アンマー	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		BRB580900141	BRB580900141	5			JPY		374473044	Saloa Farah	Bad	Living Records Tokyo*		S3		JP				
02/01/2026	02/28/2026		JPA960900055	JPA960900055	1			JPY		319631038	AirPort	Place of the Sun	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961000072	JPA961000072	2			JPY		979168707	Eliza Lacerda	Always Be My Baby	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961800094	JPA961800094	33			JPY		1441963198	日食なつこ	お役御免	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510219	JPA960510219	6			JPY		78955067	Toki Asako	ウィークエンドの手品	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA960710025	JPA960710025	15			JPY		268074167	Toki Asako	土曜日の恋人 (Reggae Disco Rockers REMIX)	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961980061	JPA961980061	5			JPY		1475502350	GIZMO	Fizz pop!!	WORLD WIDE records		H3		JP				
02/01/2026	02/28/2026		BRB580700300	BRB580700300	2			JPY		274511507	Cris Delanno	Beat It	LD&K International		S3		JP				
02/01/2026	02/28/2026		JPA961410037	JPA961410037	4			JPY		939581953	ガガガSP	くそくらえ節	Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRABZ0600070	BRABZ0600070	17			JPY		160483134	Tahta	Can't Buy Me Love	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961000402	JPA961000402	12			JPY		413627772	GOKUMON(UchikubiGokumonDoukoukai)	ジャック天野	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510096	JPA960510096	1			JPY		88356038	安斉肇, みうらじゅん	しまなみ慕情	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA962080291	JPA962080291	1			JPY		1526265363	3markets[ ]	レモン✕(Live at K5 DAY1)	miyatakegeinou		H3		JP				
02/01/2026	02/28/2026		JPA961000035	JPA961000035	1			JPY		979168340	Cris Delanno	Big Girls Don't Cry	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510176	JPA960510176	3			JPY		74977144	Straightener	Mount	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPP302000101	JPP302000101	5			JPY		1499264961	錯乱前戦	バカ	たわしレコーズ		H3		JP				
02/01/2026	02/28/2026		JPA970700017	LDCDB_618_T01	8			JPY		266183799	かりゆし58	「アンマー」ライブムービー (沖縄 Peaceful Love Rock Festival) [Bonus Video]			J3		JP				
02/01/2026	02/28/2026		JPA961000226	JPA961000226	2			JPY		389102060	MASH UP ATTACK	Seven Nation Army vs. Jump	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA961980071	JPA961980071	2			JPY		1478269434	ReVision of Sence	嫌いにさせてよ	BUSU RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961880027	JPA961880027	15			JPY		1368991801	ReVision of Sence	I'm a クズ人間	BUSU RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961000137	JPA961000137	2			JPY		378994904	DATSUN320	十月の窓辺	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		BRB580800143	BRB580800143	3			JPY		979172820	Georgeana Bonow	Killing Me Softly (KGO Mix)	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960800131	JPA960800131	6			JPY		286244485	ガガガSP	八月の出来事	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960700324	JPA960700324	25			JPY		265839750	かりゆし58	少年	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961000210	JPA961000210	2			JPY		389087717	knotlamp	My world, your world	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961200214	JPA961200214	10			JPY		580111574	JAWEYE	Follow Me	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPTF00804311	JPTF00804311	10			JPY		383563975	GOLLBETTY	99%	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA960700225	JPA960700225	5			JPY		260179970	MEGA MASAHIDE	ゼロからの出発	RunRunRun Records		H3		JP				
02/01/2026	02/28/2026		JPA960610036	JPA960610036	12			JPY		206348850	Toki Asako	September	Pacific Records / LD&K inc.		S3		JP				
02/01/2026	02/28/2026		JPA961710003	JPA961710003	12			JPY		1317244338	ガガガSP	ヤラレタ!	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961710002	JPA961710002	8			JPY		1222639767	ガガガSP	はじめて君としゃべった	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960810079	JPA960810079	13			JPY		285408268	KENSHU	IN THE SKY feat. YUKIKO MAEHARA	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961410042	JPA961410042	3			JPY		1222639766	ガガガSP	こんちきしょうめ	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961310044	JPA961310044	7			JPY		1222640032	ガガガSP	時代はまわる	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		SE2TQ1100113	SE2TQ1100113	1			JPY		483352971	The Quiet Nights Orchestra	Ninth Color	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA961980125	JPA961980125	5			JPY		1485529075	Ibe CALLER	帰り道	TONIGHT RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961310014	JPA961310014	17			JPY		684738286	かりゆし58	少年は旅の最中	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961980012	JPA961980012	500			JPY		1537548320	ENTH	Night	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961880105	JPA961880105	8			JPY		1415683719	ビレッジマンズストア	UTAUTAU	VERSUS music		H3		JP				
02/01/2026	02/28/2026		JPA960800136	JPA960800136	30			JPY		294897160	かりゆし58	青いバス	living, dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		BRABZ0300196	BRABZ0300196	6			JPY		203970427	Maria Augusta	How Deep Is Your Love	LD&K international		S3		JP				
02/01/2026	02/28/2026		JPA961100026	JPA961100026	3			JPY		430516516	JAWEYE	Mark Up (for days)	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		BRABZ0200113	BRABZ0200113	22			JPY		160483206	Maria Augusta	The Fool On the Hill	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA960700320	JPA960700320	24			JPY		265839612	かりゆし58	恋唄	living,dining&kitchen Records		S3		JP				
02/01/2026	02/28/2026		JPA962080206	JPA962080206	7			JPY		1512790283	Cocoro Auction	夢の在り処	CLOUD ROVER RECORDS		H3		JP				
02/01/2026	02/28/2026		BRB580800016	BRB580800016	1			JPY		277457529	Saloa Farah	Lucy In the Sky With Diamonds	LD&K International		S3		JP				
02/01/2026	02/28/2026		JPA961800012	JPA961800012	36			JPY		1441963192	日食なつこ	空中裁判	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961300060	JPA961300060	12			JPY		731296219	ドラマチックアラスカ	スーパーソニック	living,dining&kitchen Records		H3		JP				
