Start Date	End Date	UPC	ISRC/ISBN	Vendor Identifier	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Sales or Return	Apple Identifier	Artist/Show/Developer/Author	Title	Label/Studio/Network/Developer/Publisher	Grid	Product Type Identifier	ISAN/Other Identifier	Country Of Sale	Pre-order Flag	Promo Code	Customer Price	Customer Currency
02/01/2026	02/28/2026		JPA961200206	JPA961200206	4			JPY		574348309	GHOST COMPANY	Train-Train	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961580040	JPA961580040	9			JPY		1408583864	All Found Bright Lights	Space Out	TONIGHT RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA962080234	JPA962080234	1			JPY		1520140282	ロマンス&バカンス	海のバカ大将	CHOME2Record		H3		JP				
02/01/2026	02/28/2026		JPA960590973	JPA960590973	1			JPY		670884258	カルカヤマコト	One For Me Two For You	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961610003	JPA961610003	17			JPY		1081918797	かりゆし58	オリーブ~復刻盤~	Living,Dining&kitchen Records/Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961600056	JPA961600056	49			JPY		1186728648	GOKUMON(UchikubiGokumonDoukoukai)	1/6の夢旅人2002	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961880116	JPA961880116	2			JPY		1431642404	yEAN	風に吹かれて	LEMONPOLICE RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960510094	JPA960510094	4			JPY		88355595	安斉肇, みうらじゅん	おはよう舞妓さん	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961000249	JPA961000249	4			JPY		439627005	Counter Reset	青春の影	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA960591434	JPA960591434	3			JPY		74243232	みちしたの音楽	Sail Along Silv'ly Moon	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961200054	JPA961200054	3			JPY		515930002	RONDONRATS	DIAMONDS	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961300016	JPA961300016	54			JPY		623192364	Youmou to Ohana	キリギリアス	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961400033	JPA961400033	1			JPY		849533506	ENJOY HOME MAKING PROJECT	Awake	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510229	JPA950510229	35			JPY		89444889	Toki Asako	It Don't Mean a Thing	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961100208	JPA961100208	3			JPY		472597165	Youmou to Ohana	月見草	Living Records Tokyo*		S3		JP				
02/01/2026	02/28/2026		JPA961880090	JPA961880090	10			JPY		1408583866	All Found Bright Lights	Hang On	TONIGHT RECORDS		H3		JP				
02/01/2026	02/28/2026		GBCMZ0502386	GBCMZ0502386	1			JPY		204814669	Donna Marie	Whenever Wherever	LD&K International		H3		JP				
02/01/2026	02/28/2026		JPA961200026	JPA961200026	20			JPY		505950654	Toki Asako	(I Can't Get No) Satisfaction	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961100122	JPA961100122	1			JPY		477400304	ガガガSP	燃やせ!!	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA961900030	JPA961900030	2			JPY		1457336057	キイチビール&ザ・ホーリーティッツ	終電でまた会おうぜ	PTA		H3		JP				
02/01/2026	02/28/2026		BRB581000382	BRB581000382	3			JPY		979172840	Eliza Lacerda	Waterfalls (KGO Mix)	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961400015	JPA961400015	4			JPY		847967930	Youmou to Ohana	Yellow Bird	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961000113	JPA961000113	1			JPY		381062396	大阪紅牛會	蘇る感動 (タフィ・ローズ)	スクーターズベースボールクラブ		S3		JP				
02/01/2026	02/28/2026		JPA961200232	JPA961200232	15			JPY		590382609	ガガガSP	赤秋 -せきしゅう-	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA961700041	JPA961700041	48			JPY		1479174955	GOKUMON(UchikubiGokumonDoukoukai)	糖質制限ダイエットやってみた	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960710020	JPA960710020	1			JPY		275188315	極東ラヴァーズオーケストラ	LOVE LOVE LOVE	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961000287	JPA961000287	2			JPY		403456811	Tensi Love	Cake House (日本語 Ver)	LD&K Korea		S3		JP				
02/01/2026	02/28/2026		JPA961880107	JPA961880107	6			JPY		1415683841	ビレッジマンズストア	風船女	VERSUS music		H3		JP				
02/01/2026	02/28/2026		JPA962010007	JPA962010007	4			JPY		1496735745	かりゆし58	桜花謳歌	pacific records		H3		JP				
02/01/2026	02/28/2026		JPA961800008	JPA961800008	42			JPY		1479175201	GOKUMON(UchikubiGokumonDoukoukai)	47	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		BRB580800008	BRB580800008	1			JPY		277457523	Deco Fiori	A Day In the Life	LD&K International		S3		JP				
02/01/2026	02/28/2026		JPA962000018	JPA962000018	2			JPY		1509938065	マイアミパーティ	p.q.b.d	Living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510017	JPA960510017	8			JPY		74445229	Sal the Soul, 山本領平	Rainy Afternoon (Featuring 山本領平)	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961100048	JPA961100048	1			JPY		442646926	ORIONBEATS	Asadoya Forever (安里屋ユンタ)	RAKUEN RECORDS		H3		JP				
02/01/2026	02/28/2026		GBCMZ0500467	GBCMZ0500467	1			JPY		204814661	Nato	Burn	LD&K International		H3		JP				
02/01/2026	02/28/2026		JPA960800185	JPA960800185	4			JPY		295593664	南波志帆	みたことないこと	Living Records Tokyo		H3		JP				
02/01/2026	02/28/2026		JPA962000027	JPA962000027	13			JPY		1515447952	日食なつこ	四十路	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961200240	JPA961200240	8			JPY		590382618	ガガガSP	霧のような雨	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA961000196	JPA961000196	11			JPY		455616638	Youmou to Ohana	Desperado	Living Records Tokyo*/LD&K		S3		JP				
02/01/2026	02/28/2026		JPA962000012	JPA962000012	2			JPY		1500543611	ガガガSP	悲しい気持ち	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960700191	JPA960700191	2			JPY		255914725	Ailie with Dubsensemania	Shining	LD&K		S3		JP				
02/01/2026	02/28/2026		JPA961780013	JPA961780013	3			JPY		1329492119	キイチビール&ザ・ホーリーティッツ	かっぱえびせん	PTA		H3		JP				
02/01/2026	02/28/2026		JPA960700158	JPA960700158	2			JPY		219638711	ガガガSP	君のこと	俺様レコード		S3		JP				
02/01/2026	02/28/2026		JPA962080208	JPA962080208	1			JPY		1512790285	Cocoro Auction	君の魔法	CLOUD ROVER RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA962080145	JPA962080145	2			JPY		1510510056	at Anytime	HAVE A GOOD NIGHT	BLACK JACK RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961510026	JPA961510026	59			JPY		1479175198	GOKUMON(UchikubiGokumonDoukoukai)	だいたいOKです	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961200272	JPA961200272	31			JPY		590384606	日食なつこ	剣の歌	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960700333	JPA960700333	7			JPY		264316175	ガガガSP	自衛隊に入ろう	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960900181	JPA960900181	15			JPY		339968565	バーボンズ	島心 ~しまぐくる~	living, dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA962080333	JPA962080333	26			JPY		1536904930	ENTH	SUKI	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960700170	JPA960700170	5			JPY		383563961	GOLLBETTY	Snow Fall	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961110007	JPA961110007	7			JPY		490072868	SCOTT GOES FOR	Seventeen	Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRB580800153	BRB580800153	8			JPY		298217697	Lua Blanco	A Thousand Miles	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961200055	JPA961200055	4			JPY		515930003	RONDONRATS	DEPARTURES	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA960720012	JPA960720012	2			JPY		216987470	極東ラヴァーズオーケストラ	桜色舞うころ	LD&K universe		S3		JP				
02/01/2026	02/28/2026		JPA961410044	JPA961410044	13			JPY		1317244360	ガガガSP	高架線	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960910022	JPA960910022	35			JPY		351577800	かりゆし58	ア・モーレ ア・モーレ	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960510018	JPA960510018	1			JPY		73377347	Keito Blow	My Lovin'	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA962000010	JPA962000010	3			JPY		1500543609	ガガガSP	帰り道	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960591046	JPA960591046	27			JPY		74243399	ガガガSP	青春時代	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		SE2TQ1100103	SE2TQ1100103	1			JPY		483352976	The Quiet Nights Orchestra	When We Fly	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA962080114	JPA962080114	5			JPY		1509377559	THE BOYS&GIRLS	ビーアライブ	THE BONSAI RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961700087	JPA961700087	29			JPY		1336414979	キイチビール&ザ・ホーリーティッツ	たまらない夜	PTA		H3		JP				
02/01/2026	02/28/2026		JPA961010029	JPA961010029	7			JPY		384649154	かりゆし58	L.I.F.E	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA961300082	JPA961300082	8			JPY		807399583	GHOST COMPANY	悲しみジョニー	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA960720007	JPA960720007	1			JPY		828337289	極東ラヴァーズオーケストラ	想い出がいっぱい	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA961200236	JPA961200236	10			JPY		590382614	ガガガSP	優しい人	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA950591543	JPA950591543	30			JPY		78955687	Toki Asako	Little Girl Blue (Live Version)	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960800163	JPA960800163	10			JPY		285945781	かりゆし58	希望の唄	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960700341	JPA960700341	1			JPY		269240274	Awich	Time & Space	living,dining,kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960900212	JPA960900212	2			JPY		348597712	アオキマミ	Goldfinger	Living Records Tokyo*		S3		JP				
02/01/2026	02/28/2026		JPA961900061	JPA961900061	3			JPY		1492918879	POLLYANNA	Scratch the surface on the universe	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961400065	JPA961400065	13			JPY		888312071	ドラマチックアラスカ	マヤカシドリームランド	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPZ921806646	JPZ921806646	37			JPY		1399531985	FINLANDS	yellow boost	sambafree.inc		H3		JP				
02/01/2026	02/28/2026		JPA961880094	JPA961880094	5			JPY		1408583873	All Found Bright Lights	Let It Die -Still Believe-	TONIGHT RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961200048	JPA961200048	8			JPY		590382619	ガガガSP	人生強騒曲	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960510001	JPA960510001	17			JPY		74442794	Toki Asako	Play Our Love's Theme	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961000119	JPA961000119	1			JPY		381062403	大阪紅牛會	丑男 -cowboy- (チャンステーマ)	スクーターズベースボールクラブ		S3		JP				
02/01/2026	02/28/2026		JPA961000223	JPA961000223	2			JPY		389102045	MASH UP ATTACK	Know Your Enemy vs. Hotel Room	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA961880029	JPA961880029	2			JPY		1368991803	ReVision of Sence	君は麻薬	BUSU RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961700046	JPA961700046	6			JPY		1340890262	Yuki Akira	アルストロメリア	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		BRB580700012	BRB580700012	1			JPY		254313944	Taryn Szpilman	Come On Eileen	LD&K International		S3		JP				
02/01/2026	02/28/2026		BRB580900140	BRB580900140	6			JPY		374473135	Rachelle Spring	I'll Be There	Living Records Tokyo*		S3		JP				
02/01/2026	02/28/2026		JPA961000401	JPA961000401	16			JPY		413627771	GOKUMON(UchikubiGokumonDoukoukai)	ザ・ベストテン	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960800132	JPA960800132	5			JPY		286244486	ガガガSP	夏のマボロシ	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960700916	JPA960700916	16			JPY		256828790	ガガガSP	野球少年の詩	俺様レコード		S3		JP				
02/01/2026	02/28/2026		JPA960700319	JPA960700319	91			JPY		264700010	かりゆし58	電照菊	Living,Dining&Kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961300045	JPA961300045	95			JPY		899584037	GOKUMON(UchikubiGokumonDoukoukai)	ヤキトリズム	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960620019	JPA960620019	4			JPY		159828947	カルカヤマコト	One Love	LD&K international		S3		JP				
02/01/2026	02/28/2026		JPA960610031	JPA960610031	18			JPY		206348222	Toki Asako	夢で逢えたら	Pacific Records / LD&K inc.		S3		JP				
02/01/2026	02/28/2026		BRABZ0300054	BRABZ0300054	4			JPY		269362633	Marcelo Resende	Overjoyed	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961980086	JPA961980086	1			JPY		1485196348	3markets[ ]	タイムセール	miyatakegeinou		H3		JP				
02/01/2026	02/28/2026		JPA961300077	JPA961300077	6			JPY		807399578	GHOST COMPANY	女々しくて	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA960510181	JPA960510181	1			JPY		74449524	SKAD MISSILE	Oh! Sunny Day	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961200183	JPA961200183	43			JPY		565872426	GOKUMON(UchikubiGokumonDoukoukai)	私を二郎に連れてって	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960900204	JPA960900204	10			JPY		350499392	Youmou to Ohana, かりゆし58	ありがとう	living,dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961200003	LDCD_50083_T03	2			JPY		506234043	かりゆし58	ゆい(Instrumental)	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961100210	JPA961100210	31			JPY		472597167	Youmou to Ohana	朝のプリズム	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960510170	JPA960510170	27			JPY		74977042	Straightener	I'm O.K.	Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRB580600075	BRB580600075	6			JPY		298217731	Marcela Mangabeira	Lovin' you	LD&K international		H3		JP				
02/01/2026	02/28/2026		GBRBE0799963	GBRBE0799963	8			JPY		535771330	ゴールデンファイト・オールスターズ	Training Montage	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA961000175	JPA961000175	1			JPY		381060200	AirPort	A Port of Call	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961100016	JPA961100016	2			JPY		423532998	ガガガSP	(褌)讃丑歌	俺様レコード		S3		JP				
02/01/2026	02/28/2026		JPA961680097	JPA961680097	1			JPY		1348227114	セックスマシーン	始まってんぞ	POWER RECORDS		S3		JP				
02/01/2026	02/28/2026		JPA961980006	JPA961980006	8			JPY		1536904931	ENTH	IN MY VEIN	TRUST RECORDS		H3		JP				
02/01/2026	02/28/2026		JPB601302033	JPB601302033	3			JPY		1222639776	ガガガSP	友よ	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960510098	JPA960510098	2			JPY		88356415	安斉肇, みうらじゅん	ロンリー・オヘンローラー	Pacific Records		S3		JP				
02/01/2026	02/28/2026		JPA960510001	JPA960510001	8			JPY		204689846	Toki Asako	PLAY OUR LOVE'S THEME	LD&K		H3		JP				
02/01/2026	02/28/2026		JPA961700062	JPA961700062	6			JPY		1296197013	ドラマチックアラスカ	クソッタレセカイ	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510050	JPA960510050	2			JPY		74975706	Runt Star	Blow Your Mind	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA962080036	JPA962080036	1			JPY		1495350768	MEMETAAA	君が泣くまで	THE BONSAI RECORDS / HAMON RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960700227	JPA960700227	3			JPY		260180233	MEGA MASAHIDE	妖怪にご用心	RunRunRun Records		H3		JP				
02/01/2026	02/28/2026		SE2TQ1100105	SE2TQ1100105	1			JPY		483352972	The Quiet Nights Orchestra	Falling for You	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA961800078	JPA961800078	2			JPY		1438947913	ドラマチックアラスカ	東京ワンダー (2018 ver.)	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960510162	JPA960510162	1			JPY		74976816	Straightener	The Meaning	Pacific Records		S3		JP				
02/01/2026	02/28/2026		GBCMZ0502395	GBCMZ0502395	5			JPY		203064118	14k	Fiesta	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961880052	JPA961880052	1			JPY		1386060761	JAWEYE	on the ice	Active-Standby Records		H3		JP				
02/01/2026	02/28/2026		JPA961000043	JPA961000043	1			JPY		979168348	Daniela Procopio	I Can't Help It	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA962080113	JPA962080113	4			JPY		1509377557	THE BOYS&GIRLS	ミスターラッキーオールド	THE BONSAI RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA962000056	JPA962000056	2			JPY		1537546312	NYAI	Cheap sentimentalism	PTA/Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961100023	JPA961100023	5			JPY		1222640025	ガガガSP	国道二号線	俺様レコード/ Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961680023	JPA961680023	27			JPY		1122985851	バズマザーズ	おー新世界	HZL Record		H3		JP				
02/01/2026	02/28/2026		SE2TQ1100114	SE2TQ1100114	2			JPY		483352973	The Quiet Nights Orchestra	El Completo	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA962080209	JPA962080209	5			JPY		1512790286	Cocoro Auction	バタフライ	CLOUD ROVER RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA960700364	JPA960700364	7			JPY		272512832	ガガガSP	幸福哲学第一人者	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA961610009	JPA961610009	26			JPY		1081918803	かりゆし58	かりゆしの風~蘇生盤~	Living,Dining&kitchen Records/Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPP302000051	JPP302000051	4			JPY		1499270983	錯乱前戦	ロッキンロール	たわしレコーズ		H3		JP				
02/01/2026	02/28/2026		JPA960800081	JPA960800081	5			JPY		281301691	Lucy In the Sky	I Believe I Can Fly	Living Records Tokyo		S3		JP				
02/01/2026	02/28/2026		JPA961200244	JPA961200244	1			JPY		590382546	ナナマリ	秋桜	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960590916	JPA960590916	1			JPY		74979657	Ricarope	フリスビー	Living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961200130	JPA961200130	15			JPY		535771333	ゴールデンファイト・オールスターズ	J	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960700223	JPA960700223	4			JPY		260179452	MEGA MASAHIDE	君さえわかってりゃいい	RunRunRun Records		H3		JP				
02/01/2026	02/28/2026		JPA961310009	JPA961310009	22			JPY		684738281	かりゆし58	アイスクリン計画	Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRB580800100	BRB580800100	3			JPY		290926522	Billynho Blanco	Suddenly I See	LD&K International		H3		JP				
02/01/2026	02/28/2026		JPA961800014	JPA961800014	13			JPY		1385551001	日食なつこ	Desperado	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA962000101	JPA962000101	2			JPY		1543688779	ビレッジマンズストア	ビデオガール	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961600051	JPA961600051	73			JPY		1479174949	GOKUMON(UchikubiGokumonDoukoukai)	きのこたけのこ戦争	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		BRB580600034	BRB580600034	3			JPY		203969920	Eduardo Braga	Tears In Heaven	LD&K international		S3		JP				
02/01/2026	02/28/2026		JPA961000228	JPA961000228	3			JPY		389102068	MASH UP ATTACK	Satisfaction vs. Meet Me Halfway	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960800071	JPA960800071	12			JPY		281110283	knotlamp	What Should I Do?	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPA961580090	JPA961580090	7			JPY		1077244065	Su-xing-cyu	運動会やりたい	officeみっちゃん		H3		JP				
02/01/2026	02/28/2026		JPA961100157	JPA961100157	2			JPY		460339425	knotlamp	Blaze Drops	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA962080101	JPA962080101	2			JPY		1505307029	ReVision of Sence	水葬	BUSU RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961700018	JPA961700018	5			JPY		1239657686	UDAGAWA BEKKAN BAND	ヴィンテージ	Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961710022	JPA961710022	17			JPY		1287050395	かりゆし58	さらば太陽	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961000213	JPA961000213	4			JPY		389087814	knotlamp	Coda	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961980059	JPA961980059	7			JPY		1475502348	GIZMO	Monochrome	WORLD WIDE records		H3		JP				
02/01/2026	02/28/2026		JPA961980019	JPA961980019	1			JPY		1462908793	セックスマシーン	夜の向こうへ	POWER RECORDS		H3		JP				
02/01/2026	02/28/2026		JPA961610023	JPA961610023	9			JPY		1176916368	ドラマチックアラスカ	チャイニーズパッション	Living,Dining&kitchen Records/Pacific Records		H3		JP				
02/01/2026	02/28/2026		BRB580700123	BRB580700123	3			JPY		269362750	Daniela Procopio	I Just Called to Say I Love You	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA960900046	JPA960900046	5			JPY		314161643	ガガガSP	一つだけ言えること	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPP302000065	JPP302000065	3			JPY		1500539209	ステレオガール	Walking Through The River [Alternate Mix]	地学室レコード		H3		JP				
02/01/2026	02/28/2026		JPA961000139	JPA961000139	1			JPY		378994918	DATSUN320	今,青春と言える為に	Run Run Run Records		H3		JP				
02/01/2026	02/28/2026		JPA961000404	JPA961000404	1			JPY		828337271	極東ラヴァーズオーケストラ	旅立ちの唄	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960591051	JPA960591051	58			JPY		74244571	ガガガSP	京子ちゃん	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		BRB580700029	BRB580700029	3			JPY		269363264	Bob Tostes	For Once In My Life	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA961880063	JPA961880063	12			JPY		1398690750	バズマザーズ	敗北代理人	HZL Record		H3		JP				
02/01/2026	02/28/2026		SE2TQ1100106	SE2TQ1100106	1			JPY		483352974	The Quiet Nights Orchestra	The Path	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA961900071	JPA961900071	1			JPY		1537546315	NYAI	Pomason (Remastered)	PTA/Living,Dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961000277	JPA961000277	8			JPY		396390353	GOKUMON(UchikubiGokumonDoukoukai)	野良猫探索隊	living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA961010039	JPA961010039	9			JPY		413625914	かりゆし58	証	Pacific Records		S3		JP				
02/01/2026	02/28/2026		BRB580700114	BRB580700114	41			JPY		261605489	Barbara Mendes	Can’t Take My Eyes Off of You	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA960700369	JPA960700369	8			JPY		272512837	ガガガSP	野球少年の詩	俺様レコード		H3		JP				
02/01/2026	02/28/2026		BRB580700107	BRB580700107	4			JPY		261605841	Mauricio Detoni	I Was Born to Love You	LD&K international		H3		JP				
02/01/2026	02/28/2026		JPA960910020	JPA960910020	36			JPY		450124575	かりゆし58	アナタの唄	Pacific Records		S3		JP				
02/01/2026	02/28/2026		ITB061000175	ITB061000175	1			JPY		403460136	Cuban Jazz Combo	Pick Up the Pieces	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA960700353	JPA960700353	7			JPY		270003527	Youmou to Ohana	falling	Living Records Tokyo		S3		JP				
02/01/2026	02/28/2026		JPA960591010	JPA960591010	1			JPY		74441919	夏待ちレスター	始まったばかりだぜ	Living,dining&kitchen Records		H3		JP				
02/01/2026	02/28/2026		JPA960800163	JPA960800163	5			JPY		309684446	かりゆし58	希望の唄	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961780012	JPA961780012	20			JPY		1275812184	キイチビール&ザ・ホーリーティッツ	ホーリーティッツ	キイチビール&ザ・ホーリーティッツ		H3		JP				
02/01/2026	02/28/2026		ITB061000178	ITB061000178	2			JPY		403460164	Cuban Jazz Combo	September	Continental Music		S3		JP				
02/01/2026	02/28/2026		JPA960590938	JPA960590938	36			JPY		74436175	Toki Asako	Feelin' Good	Living,dining&kitchen Records		S3		JP				
02/01/2026	02/28/2026		GBRBE0775446	GBRBE0775446	3			JPY		423529280	MASH UP ATTACK	Beverly Hills vs. The Boss	Continental Music		H3		JP				
02/01/2026	02/28/2026		JPA961410019	JPA961410019	23			JPY		1081918809	かりゆし58	Oh!Today	Living,Dining&kitchen Records/Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA961100256	JPA961100256	1			JPY		479191255	SKAYWAY	Silent Night	Continental Music		H3		JP				
02/01/2026	02/28/2026		BRABZ0200113	BRABZ0200113	2			JPY		160483206	Maria Augusta	The Fool On the Hill	LD&K international		S3		JP				
02/01/2026	02/28/2026		JPA961000105	JPA961000105	7			JPY		381062388	大阪紅牛會	疾風の如く (森山 周)	スクーターズベースボールクラブ		H3		JP				
02/01/2026	02/28/2026		JPA961200015	JPA961200015	27			JPY		505950533	Toki Asako	Another Star	Living Records Tokyo*		H3		JP				
02/01/2026	02/28/2026		JPA960700209	JPA960700209	77			JPY		265838695	Youmou to Ohana	おまもりのうた	LIVING RECORDS TOKYO		H3		JP				
02/01/2026	02/28/2026		JPA960810046	JPA960810046	1			JPY		272651035	勝手に観光協会(みうらじゅん&安斎肇)	天国に一番近い県(宮崎県)	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960700375	JPA960700375	2			JPY		272512843	ガガガSP	My First Kiss	俺様レコード		S3		JP				
02/01/2026	02/28/2026		JPA960700370	JPA960700370	10			JPY		272512838	ガガガSP	ところがどっこい生きている	俺様レコード		H3		JP				
02/01/2026	02/28/2026		JPA960591068	JPA960591068	421			JPY		74244996	ガガガSP	線香花火	RUN RUN RUN Records		H3		JP				
02/01/2026	02/28/2026		JPB601302033	JPB601302033	2			JPY		743710308	ガガガSP	友よ	Pacific Records		H3		JP				
02/01/2026	02/28/2026		JPA960800134	JPA960800134	336			JPY		294897158	かりゆし58	ナナ	living, dining & kitchen Records		H3		JP				
02/01/2026	02/28/2026		BRB580700116	BRB580700116	2			JPY		261606008	Tahta Menezes	I Should Be So Lucky	LD&K international		H3		JP				
